Location,Name,Date,ID
,ESEA Main Season 17 Europe,11/11/14,1537
,Caseking King of Kings,11/11/14,1539
,ESL Pro League Winter 2014/15 UK Qualifier,11/12/14,1540
,ESL Pro League Winter 2014/15 Polish Qualifier,11/12/14,1541
,ESL Pro League Winter 2014/15 Iberian Qualifier,11/13/14,1542
,ESL Pro League Winter 2014/15 German Qualifier,11/14/14,1543
,Virtus.pro Staff Cup #1,11/15/14,1544
,GamersImpact Charity Drive,11/15/14,1545
,Go4CS:GO Cup #121,11/16/14,1546
,Millenium Showmatch #3,11/18/14,1547
,BenQ All-Star Showmatch #2,11/17/14,1548
,LVP Gamergy Qualifier #3,11/19/14,1551
,CEVO Professional Season 6 Placement,11/19/14,1552
,DreamHack Winter 2014,11/27/14,1553
,ESL Pro League Winter 2014/15 European Qualifier,11/20/14,1554
,DreamHack Winter 2014 Last Call Qualifier,11/22/14,1555
,Orena LifeChild Invitational,11/23/14,1556
,Insomnia 53,11/23/14,1557
,SLTV ProSeries XI,11/24/14,1558
,Go4CS:GO Cup #122,11/24/14,1559
,Go4CS:GO Europe Pro League Winter 2014 Group Final,11/24/14,1560
,99Damage Arena #1,11/24/14,1561
,Hitbox CS:GO Championship by E-Frag.net,11/26/14,1562
,ESEA Invite Season 17 Global Finals,12/6/14,1563
,G2A.com December Cup Powered by FACEIT NA,12/19/14,1564
,Millenium Showmatch #4,12/3/14,1565
,GameAgentsTV Showmatch #1,12/2/14,1566
,GDK CS:GO Tournament,12/2/14,1567
,South East Europe Championship,12/13/14,1568
,ESEA Invite Season 17 All-Star,12/6/14,1569
,RGN Winter Classic,12/4/14,1570
,GameAgentsTV Showmatch #2,12/4/14,1571
,LVP Gamergy CS:GO LAN Finals,12/5/14,1572
,99Damage Arena #2,12/8/14,1573
,CS:GO AOC UK Challenge Winter #4 2014/15,12/9/14,1574
,ESL Pro League Winter 2014/15,12/10/14,1575
,G2A.com December Cup Powered by FACEIT Europe,12/11/14,1576
,CEVO Professional Season 6,12/11/14,1577
,ESL Pro Series Germany Winter 2014 LAN Finals,12/13/14,1578
,European Championship 2014 LAN Finals,12/14/14,1579
,The Logitech Invitational,12/13/14,1580
,FACEIT Oceanic Invitational,12/14/14,1581
,RelaxCube CS:GO Christmas Cup,12/14/14,1583
,European Legends Showmatch 2014,12/15/14,1584
,MLG X Games Championship Qualifier #1 North America,12/16/14,1585
,CS:GO AOC UK Challenge Winter #5 2014/15,12/16/14,1586
,SLTV StarSeries XII Qualifier,12/17/14,1587
,ESL Pro Series France XIII,12/17/14,1588
,MLG X Games Championship Qualifier #1 Europe,12/17/14,1589
,Acer A-Split Invitational powered by Intel,12/19/14,1590
,xfunction Masters by hitbox,12/21/14,1591
,CIS Rising League Season 2,12/21/14,1592
,MLG X Games Championship Qualifier #2 Europe,12/21/14,1594
,MLG X Games Championship Qualifier #2 NA,12/21/14,1595
,99Damage Arena #3,12/22/14,1596
,CS:GO AOC UK Challenge Winter #6 2014/15,12/23/14,1597
,New Year Invitational,1/2/15,1599
"Aspen, Colorado, USA",MLG X-Games Aspen 2015,1/23/15,1600
"Helsinki, Finland",ASUS ROG Winter 2015,1/30/15,1601
"Denver, Colorado, USA",ClutchCon 2015,1/30/15,1602
,ESEA BenQ S18 EU Pre-Season Tournament,1/4/15,1603
"Moscow, Russia",MCS Open Season 1 Finals,1/9/15,1604
"Kiev, Ukraine",SLTV StarSeries XII Finals,3/27/15,1605
"London, United Kingdom",FACEIT League 2015 Stage 1 Finals,5/1/15,1606
"Kiev, Ukraine",SLTV StarSeries XIII Finals,6/19/15,1607
"Stockholm, Sweden",Fragbite Masters Season 5 Finals,12/4/15,1608
,Rising Stars Balkan #1,1/29/15,1609
"Copenhagen, Denmark",Copenhagen Games 2015,4/2/15,1610
"Katowice, Poland",ESL One Katowice 2015,3/12/15,1611
"Bucharest, Romania",CCS Kick-off Season Finals,4/24/15,1612
"Tours, France",DreamHack Open Tours 2015,5/9/15,1613
"Jnkping, Sweden",DreamHack Open Summer 2015,6/13/15,1614
"Jnkping, Sweden",FACEIT League 2015 Stage 3 Finals at DH Winter 2015,11/26/15,1615
"Valencia, Spain",FACEIT League 2015 Stage 2 Finals at DreamHack Valencia,7/16/15,1616
"Cluj-Napoca, Romania",DreamHack Open Cluj-Napoca 2015,10/28/15,1617
"London, United Kingdom",Gfinity 2015 Spring Masters 1,3/20/15,1618
"London, United Kingdom",Gfinity 2015 Spring Masters 2,5/16/15,1619
"London, United Kingdom",Gfinity 2015 Summer Masters 1,6/26/15,1620
"Birmingham, United Kingdom",Gfinity 2015 Champion of Champions,9/26/15,1621
"Stockholm, Sweden",Inferno Online Pantamera Challenge,2/7/15,1622
,ESEA Invite Season 18 NA,1/11/15,1623
,ESEA Invite Season 18 Europe,1/11/15,1624
,99Damage Arena #4,1/12/15,1625
,ESEA BenQ S18 NA Pre-Season Tournament,1/4/15,1626
,RGN New Years Open,1/12/15,1627
,ASUS ROG Winter 2015 Qualifier,1/11/15,1628
,SLTV StarSeries XII,1/13/15,1629
,99Damage Masters,2/5/15,1630
,Millenium Showmatch #5,1/16/15,1631
,FACEIT League 2015 European Qualifier #1,1/17/15,1632
,FACEIT League 2015 European Qualifier #2,1/18/15,1633
,FACEIT League 2015 European Closed Qualifier,1/18/15,1634
,RGN Pro Series II NA Closed Qualifier,7/21/16,1635
,NVIDIA Showmatch,1/22/15,1636
,Rising Stars Asia #1,1/23/15,1637
,GeForce GTX AllStar Tournament,1/24/15,1638
,FACEIT League 2015 NA Closed Qualifier,1/28/15,1639
,ESL One Katowice 2015 European Qualifier #1,1/27/15,1640
,CS:GO AOC UK Challenge Winter Finals 2014/15,1/27/15,1641
,ESL One Katowice 2015 CIS Qualifier,1/28/15,1642
,FPL Challenge by Bjrn Borg,2/10/15,1643
"Katowice, Poland",ESL One Katowice 2015 Main Qualifier,2/14/15,1644
,Balkan Championship Season 1,2/2/15,1646
,ESL One Katowice 2015 European Qualifier #2,2/3/15,1647
,Inferno Online Pantamera Qualifier,2/2/15,1648
,ESL One Katowice 2015 Polish Qualifier,2/3/15,1649
,ESL One Katowice 2015 NA Qualifier,2/4/15,1650
"Dallas, Texas, USA",ESEA Invite Season 18 Global Finals,4/17/15,1651
,ESL One Katowice 2015 Last Chance Qualifier,2/8/15,1652
,Game Show League Season 2 EU Qualifier,2/8/15,1653
,BREKAN Cuadrangular 2015,2/8/15,1654
,RGN Intercontinental Open: Europe,2/9/15,1655
,CS Select #1,2/10/15,1656
,King of Majors,2/16/15,1657
,iBUYPOWER Invitational,2/28/15,1658
,BenQ All-Star Showmatch #3,2/13/15,1659
,Nordic Masters 2015,2/14/15,1660
,CS Select #2,2/17/15,1661
,FACEIT League 2015 Stage 1,2/18/15,1662
,Insomnia 54 Qualifier,2/18/15,1663
,RGN Intercontinental Open: NA,2/18/15,1664
,Battle for the Throne,2/18/15,1665
"Cologne, Germany",ESL One Cologne 2015,8/20/15,1666
"Coventry, England, United Kingdom",Insomnia 54,4/3/15,1667
,Uprise Champions Cup Season 2,4/23/15,1668
"Columbus, Ohio, United States",CEVO Professional Season 6 LAN Finals,4/13/15,1670
,Game Show CS:GO League Season 2,2/23/15,1671
,ESL DGB Spring 2015 Cup #1,2/23/15,1672
"Stockholm, Sweden",Fragbite Masters Season 4 Finals,6/6/15,1673
,Fragbite Masters Season 4,4/28/15,1674
,Friday Night Frags by 27in1.com,2/27/15,1675
,GamePlan Pro League,3/8/15,1676
,LanTrek 2015,2/27/15,1677
,CCS Kick-off Season Romanian Qualifier,2/28/15,1678
,CCS Kick-off Season Closed Qualifier #1,3/2/15,1679
,CCS Kick-off Season Closed Qualifier #2,3/7/15,1680
,Global Offensive Champions League Season 1,3/24/15,1681
,TaKeTV Showmatch,3/5/15,1682
,Friday Night Frags by Strafe App,3/6/15,1683
,CS Select #3,3/7/15,1684
,Game Ninja 2015,3/7/15,1685
,CCS Kick-off Season,3/17/15,1686
,CCS Kick-off Season Last Chance,4/8/15,1687
,GameAgents League Season 1,3/7/15,1688
,xfunction Iberian Cup by hitbox,3/10/15,1689
,xfunction Masters 2016,6/27/16,1690
"Poitiers, France",Gamers Assembly 2015,4/5/15,1691
,LAN ETS 2015,3/8/15,1692
"Stockholm, Sweden",DreamHack Open Cluj-Napoca 2015 Qualifier at DreamHack Open Stockholm,9/22/15,1693
"Belgrade, Serbia",World Championships 2015,10/8/15,1694
,Intel Challenge Katowice 2015,3/15/15,1695
,RGN Intercontinental II: Europe,3/16/15,1696
,RGN Intercontinental II: NA,3/22/15,1697
,CEVO Professional Season 7 Placement EU,3/22/15,1698
,CEVO Professional Season 7 Placement NA,3/23/15,1699
,nAvTV Sunday Series March Cup 2015,3/22/15,1700
,Fragadelphia 4,3/23/15,1701
"Cologne, Germany",ESL Pro League Winter 2014/15 Finals,4/10/15,1702
"Stockholm, Sweden",Dustin March Madness 2015,3/28/15,1703
,EsportFest 2015,3/28/15,1704
,Alienware Area 51 Cup #1,3/27/15,1705
,xfunction Masters Season II,3/29/15,1706
"Montreal, Canada",ESWC 2015,7/10/15,1707
,CS Select #5,4/1/15,1708
,BOT World Championship 2015,4/1/15,1709
,Copenhagen Games 2015 female,4/3/15,1710
,CS Select #6,4/5/15,1711
Australia,CyberGamer Premier League 3 Finals,4/10/15,1712
,Aftonbladet Fight Night,4/13/15,1713
,Balkan Superleague,4/14/15,1714
"Columbus, Ohio, USA",CEVO Professional Season 7 Finals,7/24/15,1715
,SLTV ProSeries XII,4/14/15,1716
,99Damage Arena #5,4/15/15,1717
,Fragbite Masters Season 4 Qualifier #1,4/15/15,1718
,CS Select #7,4/17/15,1719
,ESL South East Europe Championship Season 1,4/16/15,1720
,ESEA Invite Season 18 All-Star,4/17/15,1721
,CIS LAN Championship,4/17/15,1722
So Paulo,r1seCup ,4/18/15,1724
,D!ngIT CS:GO $1000 Invitational,4/18/15,1725
,DreamHack Open Tours 2015 Closed Qualifier,4/20/15,1726
,ESL UK Premiership Season 1,4/20/15,1727
,ROG School CS:GO,4/20/15,1728
,RGN Pro Series EU Closed Qualifier,5/4/15,1729
,Fragbite Masters Season 4 Qualifier #2,4/21/15,1730
,CS Select #8,4/24/15,1731
,CEVO Professional Season 7,4/27/15,1733
,Acer Predator Masters powered by Intel Qualifier,4/25/15,1734
,RGN Spring Classic,5/7/15,1735
,CEVO Professional Season 7 Last-Chance EU,4/27/15,1736
,99Damage Arena #6,4/28/15,1737
,King of Nordic Season 1,5/5/15,1738
,CS Select #9,4/30/15,1739
,CS Select #10,5/1/15,1740
,ESL Frhlingsmeisterschaft 2015 Finals,5/2/15,1741
,ESL ESEA Pro League Season 1,5/4/15,1742
,Acer Predator Masters powered by Intel Season 1,5/4/15,1744
,CEVO Main Season 7,5/14/15,1745
,Balkan Championship Season 2,5/5/15,1746
,Counter Pit League Qualifier,5/6/15,1748
,ESL South East Europe Championship Season 1 Finals,5/8/15,1749
,CS Select #11,5/9/15,1750
,DreamHack Open Tours 2015 BYOC Qualifier,5/8/15,1752
"Cologne, Germany",ESL ESEA Pro League Season 1 Finals,7/2/15,1753
,xfunction Challenger,5/10/15,1754
,99Damage Arena #7,5/12/15,1755
,Fragbite Masters Season 4 Last Chance Qualifier,5/12/15,1756
"Krefeld, Germany",Acer Predator Masters powered by Intel Season 1 Finals,7/30/15,1757
,CS Select #12,5/16/15,1758
,G2A.com ShowMatch #1 ,5/16/15,1760
,RGN Pro Series EU,5/18/15,1761
,SLTV StarSeries XIII,5/19/15,1762
"London, United Kingdom",DreamHack Open London 2015,9/19/15,1763
"Portoro, Slovenia",Gaming Paradise 2015,9/6/15,1764
,Virtus.pro Staff Cup #2,5/20/15,1765
,RGN Pro Series NA Closed Qualifier,6/3/15,1766
,RGN Pro Series NA,6/24/15,1767
Online,Counter Pit League,5/21/15,1768
,D!ngIT $2000 Weekly Cup #1,5/22/15,1769
,CS Select #14,5/23/15,1770
,Uprise Champions Cup Season 2 LAN Finals,5/23/15,1771
,ESL UK Premiership Season 1 Finals,5/23/15,1772
,CS Select #15,5/24/15,1773
,ACL Sydney 2015 CS:GO Last Chance,5/25/15,1774
,DreamHack Open Summer 2015 Qualifier #1,5/23/15,1775
,FACEIT League 2015 Stage 2 EU Qualifier,5/24/15,1776
,DreamHack Open Summer 2015 Qualifier #2,5/24/15,1777
,FACEIT League 2015 Stage 2 NA Qualifier,5/26/15,1778
,99Damage Arena #8,5/26/15,1779
,FACEIT League 2015 Stage 2 Oceanic Qualifier,5/27/15,1780
,D!ngIT $2000 Weekly Cup #2,5/28/15,1781
,CS Select #16,5/30/15,1782
,Alienware Area 51 Cup #2,5/29/15,1783
,World Championships 2015 Oceanic Qualifier,5/30/15,1784
,GamePlan Weekend Tourney,5/30/15,1786
,DreamHack Open Summer 2015 Closed Qualifier,5/30/15,1787
,Tuddinn LAN 1 | 2015,5/30/15,1788
,FACEIT League 2015 Stage 2,5/31/15,1789
,Gaming Paradise Belgrade Open Qualifier,5/30/15,1790
,ESPORTSM 2015,5/31/15,1791
,CJM First Blood,5/31/15,1792
,MSI ESWC USA Qualifier #1,5/31/15,1793
,Rising Tornado #1,6/2/15,1794
,HTC Reborn Invitational,6/6/15,1795
,D!ngIT $2000 Weekly Cup #3,6/4/15,1796
,ESWC 2015 China,6/5/15,1797
,FACEIT SEA Launch Cup,6/5/15,1798
,99Damage Arena #9,6/6/15,1800
,ESWC 2015 Russia,6/7/15,1801
,Hitbox Arena Showdown Invitational,6/7/15,1802
,Aftonbladet Fight Night #2,6/9/15,1804
,GamePlan Summer,6/9/15,1805
"Kuala Lumpur, Malaysia",ESL One Cologne 2015 Asian Qualifier,7/18/15,1807
"Cologne, Germany",ESL One Cologne 2015 European Qualifier,7/25/15,1808
"Burbank, California, United States",ESL One Cologne 2015 NA Qualifier,8/1/15,1809
,D!ngIT $2000 Weekly Cup #4,6/11/15,1810
,Uprise Champions Cup Season 3 Qualifier,6/11/15,1811
,BenQ All-Star Showmatch #4,6/13/15,1812
,DreamHack Open Summer 2015 BYOC Qualifier,6/13/15,1813
,World Championships 2015 South American Qualifier,6/16/15,1814
Slovenia,Gaming Paradise Inhouse Qualifier,6/23/15,1815
,ESWC 2015 CIS,6/18/15,1816
,D!ngIT $2000 Weekly Cup #5,6/19/15,1817
,iBP Summer Invitational,6/21/15,1818
,Fragadelphia 5,6/22/15,1819
,HyperX CS:GO Clash,6/20/15,1820
,Rising Tornado #2,6/23/15,1821
,99Damage Masters #2,6/23/15,1822
,E-sport-bets Celebration Show-match,6/23/15,1823
,ACL Sydney 2015,6/27/15,1824
,D!ngIT $2000 Weekly Cup #6,6/25/15,1825
,ESL One Cologne 2015 EU pre-qualifier #1,6/28/15,1826
,Gamergy Final Cup 8,6/28/15,1827
,ESWC 2015 France,6/29/15,1828
,BenQ All-Star Showmatch #5,6/29/15,1829
,ESL One Cologne 2015 EU pre-qualifier #2,6/29/15,1830
,ESL One Cologne 2015 China pre-qualifier,6/30/15,1831
,CS Select #18,7/4/15,1832
"Helsinki, Finland",Assembly Summer 2015 AMD CS:GO Challenge,7/29/15,1833
,ESL One Cologne 2015 East Asia pre-qualifier,7/4/15,1834
,ESL One Cologne 2015 South-East Asia pre-qualifier,7/5/15,1835
,D!ngIT $2000 Weekly Cup #7,7/6/15,1836
Online,Uprise Champions Cup Season 3,7/6/15,1837
,BenQ All-Star Showmatch #6,7/8/15,1839
"Philadelphia, Pennsylvania, USA","WinOut $20,000 CS:GO Championships Powered by Azubu.tv",9/4/15,1840
,CS Select #19,7/10/15,1841
,Ballistix Challenge,7/10/15,1842
,ESWC 2015 Female,7/11/15,1843
,D!ngIT $2000 Weekly Cup #8,7/13/15,1844
,Rising Tornado #3,7/15/15,1845
,GameAgents League Season 2 Qualifier,7/19/15,1846
,D!ngIT $2000 Weekly Cup #9,7/20/15,1847
,CEVO Professional Season 8 Placement EU,8/10/15,1848
,CEVO Professional Season 8 Placement NA,8/10/15,1849
,IzakTV Summer Cup,7/22/15,1850
,CS Select #20,7/30/15,1851
,WinOut.net 20k Qualifier #1,7/23/15,1852
"Columbus, Ohio, USA",CEVO Professional Season 8 Finals,11/6/15,1853
,ESEA Premier Season 19 North America,7/27/15,1854
,D!ngIT $2000 Weekly Cup #10,7/27/15,1855
,99Damage Arena #10,7/28/15,1856
,xfunction Masters Season III,7/26/15,1857
,WinOut.net 20k Qualifier #2,8/12/15,1859
"Cologne, Germany",IEM Gamescom 2015,8/5/15,1861
,QuickShot Arena #1,7/29/15,1862
,CS Select #21,8/1/15,1864
"San Jose, California, USA",IEM San Jose 2015,11/21/15,1865
,Balkan SuperCup #1 LAN Finals,8/1/15,1866
,Golden Chance,8/2/15,1867
,Fight Night: Season I,8/9/15,1868
,99Damage Arena #11,8/3/15,1869
,D!ngIT $2000 Weekly Cup #12,8/10/15,1870
Online,World Championships 2015 European Qualifier,8/10/15,1871
,D!ngIT $2000 Weekly Cup #11,8/13/15,1872
,Multifrags Invitational 2015,8/7/15,1873
,World Championships 2015 North American Qualifier,8/5/15,1874
,ESL Major League Summer 2015,8/5/15,1875
,ESL ESEA Pro League Season 1 Relegation,8/10/15,1876
,PGL Season 1 NA Qualifier,8/9/15,1877
,NiP TV Female Challenge,8/9/15,1878
,ESL Sommermeisterschaft 2015 Finals,8/9/15,1879
,World Championships 2015 African Qualifier,8/10/15,1880
Online,GameAgents League Season 2,8/10/15,1881
"Dubai, United Arab Emirates",ESL ESEA Dubai Invitational 2015,9/10/15,1882
,CS Select #22,8/11/15,1883
,99Damage Arena #12,8/11/15,1884
,PGL Season 1 EU Qualifiers,8/11/15,1885
"Bucharest, Romania",PGL Season 1 Finals,10/2/15,1886
,QuickShot Arena #2,8/12/15,1887
,CS Select #24,8/14/15,1888
Online (Europe &amp; NA),CEVO Professional Season 8,8/16/15,1890
,D!ngIT $2000 Weekly Cup #13,8/17/15,1891
,DreamHack Open London 2015 Closed Qualifier,8/17/15,1892
,CS Select #25,8/18/15,1893
,Hitbox Arena Showdown Invitational #2,8/17/15,1894
Online,ESL UK Premiership Season 2,8/17/15,1895
,QuickShot Arena #3,8/19/15,1896
,D!ngIT $2000 Weekly Cup #14,8/24/15,1897
Online,99Damage League Season 1,8/25/15,1898
,CS Select #26,8/26/15,1899
Online,Rising Tornado #4,8/26/15,1900
Online,PGL Season 1,8/26/15,1901
,PGL Season 1 Replacement Qualifier,8/26/15,1902
,QuickShot Arena #4,8/26/15,1903
Online,World Championships 2015 Asian Qualifier,8/27/15,1904
,99Damage Arena #13,8/29/15,1905
,CS Select #27,8/29/15,1906
"Stockholm, Sweden",Fragbite Masters Champions Showdown,9/5/15,1907
,FACEIT League 2015 Stage 3 EU Open pre-qualifier #1,8/29/15,1908
,Insomnia 55,8/30/15,1909
,FACEIT League 2015 Stage 3 EU Open pre-qualifier #2,8/30/15,1910
Online,AlienTech CS:GO European Cup I,8/31/15,1911
Online,D!ngIT $2000 Weekly Cup #15,8/31/15,1912
Online,FACEIT League 2015 Stage 3 EU Closed Qualifier,9/1/15,1913
Online,DreamHack Open Cluj-Napoca 2015 EU pre-qualifier #1,9/5/15,1914
Online,DreamHack Open Cluj-Napoca 2015 EU pre-qualifier #2,9/12/15,1915
Online,iBUYPOWER Invitational Fall 2015,9/12/15,1916
Online,QuickShot Arena #5,9/2/15,1917
Online (Asia),DreamHack Open Cluj-Napoca 2015 Asian pre-qualifier,9/5/15,1918
Online,ESL Polish Championship Season 11,9/2/15,1919
Online,DreamHack Open Cluj-Napoca 2015 NA pre-qualifier,9/8/15,1920
"Moscow, Russia",Uprise Champions Cup Season 3 Finals,9/28/15,1921
,RGN Brazilian Open,9/4/15,1922
Online (Asia),MixBOT Pro-League Invite Season 1,9/11/15,1923
,WinOut.net 20k Last Chance Qualifier,9/4/15,1924
,ACL Melbourne 2015,9/6/15,1925
,eGaming CS:GO Championship 2015,9/6/15,1926
Online,D!ngIT $2000 Weekly Cup #16,9/7/15,1927
Online,Fragbite Masters Season 5,10/5/15,1928
Online,Fragbite Masters Season 5 Main Qualifier,9/28/15,1929
Online,QuickShot Arena #6,9/9/15,1930
,Balkan SuperCup #2 LAN Finals,9/13/15,1931
,99Damage Arena #14,9/13/15,1932
,D!ngIT $2000 Weekly Cup #17,9/14/15,1933
Online (Europe &amp; NA),ESL ESEA Pro League Season 2,9/15/15,1934
Online,FACEIT League 2015 Stage 3 NA Closed Qualifier,9/15/15,1935
Online,FACEIT League 2015 Stage 3 OCE Closed Qualifier,9/21/15,1936
Online,FACEIT League 2015 Stage 3,9/15/15,1937
,Hitbox Arena Showdown Invitational #3,9/14/15,1938
Online,RGN Freedom Cup,9/15/15,1939
,LevelDown Championship,9/15/15,1940
,QuickShot Arena #7,9/16/15,1941
Online,Global Offensive Champions League Season 2,9/16/15,1942
Online,99Damage Masters #3,9/17/15,1943
,Rising Showmatch,9/18/15,1944
,xfunction Challenger 2,9/27/15,1945
Online,D!ngIT $2000 Weekly Cup #18,9/21/15,1946
,eSports Arena Inaugural $5k Open ,9/21/15,1947
Online,QuickShot Arena #8,9/23/15,1948
"Melbourne, Australia",Crown&apos;s Counter-Strike Invitational,10/10/15,1949
Online,D!ngIT $2000 Weekly Cup #19,9/28/15,1950
Online,UnderDogs #1,9/28/15,1951
Online,CSHUB Series Season 1,9/29/15,1952
"Lodz, Poland",ESL Polish Championship Season 11 Finals,10/3/15,1953
"Austin, Texas, USA",DreamHack Austin 2016,5/6/16,1954
Online,QuickShot Arena #9,9/30/15,1955
Online,LVP Season 9 Divisin de Honor Sprint #1,10/1/15,1956
Online,Milan Games Week 2015 League by FACEIT,10/1/15,1957
"Krefeld, Germany",Acer Predator Masters powered by Intel Season 2 Finals,2/11/16,1958
Online,Acer Predator Masters powered by Intel Season 2,10/5/15,1959
"Santa Ana, California, USA",iBUYPOWER Cup 2015,11/14/15,1960
Online,Rising Tornado #5,10/3/15,1961
,JCG CS:GO Premier 2015 Summer,10/3/15,1962
,MWEB GameZone Masters Series,10/3/15,1963
,SocialNat Master League,10/3/15,1964
,CSHR Championship Season 2,10/4/15,1965
,D!ngIT Sunday Brawl,10/4/15,1966
Online,D!ngIT $2000 Weekly Cup #20,10/5/15,1967
"Santa Ana, California, USA",RGN Pro Series Championship,11/16/15,1968
,QuickShot Arena #10,10/7/15,1969
"Online (Europe, NA &amp; China)",SL i-League StarSeries XIV,10/14/15,1970
,Crown Invitational - Aus Qualifier,10/9/15,1971
,League of Sharks,10/10/15,1972
,King of Nordic Season 2,10/9/15,1973
,D!ngIT $2000 Weekly Cup #21,10/12/15,1974
Online,AlienTech CS:GO TiTans I,10/12/15,1975
,QuickShot Showmatches,10/14/15,1976
"Leipzig, Germany",DreamHack ZOWIE Open Leipzig 2016,1/22/16,1977
"Minsk, Belarus",SL i-League StarSeries XIV Finals,1/13/16,1978
Online (Asia),MixBOT Pro-League Invite Season 2,10/16/15,1979
,Azubu.tv Showmatch,10/16/15,1980
,Jimm&apos;s CS:GO Challenge,10/17/15,1981
"Philadelphia, Pennsylvania, USA",Fragadelphia 6,10/16/15,1982
,D!ngIT $2000 Weekly Cup #22,10/19/15,1983
,QuickShot Arena #11,10/21/15,1984
,RGN European Open,10/21/15,1985
"Los Angeles, California, United States",ESL ESEA Pro League Season 2 Finals,12/10/15,1986
,Ascendancy Cup #1,10/24/15,1987
,ESL UK Premiership Season 2 Finals,10/24/15,1988
,AlienTech CS:GO TiTans I Finals,10/24/15,1989
,Uprise Champions Cup: Europe CIS Qualifier,10/24/15,1990
,Milan Games Week 2015 League by FACEIT Finals,10/25/15,1991
,D!ngIT $2000 Weekly Cup #23,10/26/15,1992
,QuickShot Arena #12,10/28/15,1993
,ASUS ROG Nordic Challenge,10/30/15,1994
,D!ngIT CS:GO Asia Invitational Season 1,10/31/15,1995
,CyberGamer Premier League 4 Finals,10/31/15,1996
,D!ngIT $2000 Weekly Cup #24,11/2/15,1998
,SoStronk KOTH Asia #1,11/4/15,1999
,Uprise Champions Cup: Europe EU Qualifier,11/4/15,2000
,QuickShot Arena #13,11/4/15,2001
,SLTV ProSeries XIV,11/6/15,2002
,Virtus.pro Staff Cup #3,11/7/15,2003
,MR 2015,11/7/15,2004
,Swelder&apos;s Showmatch,11/8/15,2005
,Counter Pit League Season 2 Qualifier,11/9/15,2006
,D!ngIT $2000 Weekly Cup #25,11/9/15,2007
"So Paulo, Brazil",MAX5 Invitational,1/6/16,2009
,QuickShot Arena #14,11/11/15,2010
,LVP Season 9 Division de Honor Sprint #2,11/11/15,2011
,STARSLeague,11/12/15,2012
"Vilnius, Lithuania",Game Show Global eSports Cup 2016 Finals,2/4/16,2013
"Barvikha, Russia",CIS LAN Championship #2,11/16/15,2014
,Game On Invitational,11/15/15,2015
,Red Dot Closed Qualifier,11/15/15,2016
,Global Grand Masters #1,11/16/15,2017
,BenQ All-Star Showmatch #7,11/16/15,2018
,D!ngIT $2000 Weekly Cup #26,11/16/15,2019
,99Damage League Season 2,11/18/15,2020
,QuickShot Arena #15,11/19/15,2021
,D!ngIT &amp; NCSC Korea S1 Qualifier,11/20/15,2022
,AlienTech AllStars,11/20/15,2023
,Game Show Global eSports Cup 2016,11/20/15,2024
,Gothenburg Games 2015,11/20/15,2025
,Color League by EIZO &amp; QPAD,11/21/15,2026
"Columbus, Ohio, USA",MLG Columbus 2016,3/29/16,2027
,Gfinity CS:GO UK Championship Finals,11/21/15,2028
,D!ngIT $2000 Weekly Cup Qualifier,11/22/15,2029
,D!ngIT $2000 Weekly Cup #27,11/23/15,2030
,99Damage Arena #15,11/23/15,2031
,Fulcrum Gamers League,11/26/15,2032
Online,Uprise Champions Cup: Europe,11/25/15,2033
"Split, Croatia",Counter Pit League Season 2 Finals,3/17/16,2034
,QuickShot Arena #16,11/25/15,2035
"Katowice, Poland",IEM Katowice 2016,3/2/16,2036
